movieId,title,genres
2374,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
2375,Next Friday (2000),Comedy
2376,"Hurricane, The (1999)",Drama
2377,Angela's Ashes (1999),Drama
2378,Titus (1999),Drama
2379,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary
2380,"Third Miracle, The (1999)",Drama
2381,Snow Falling on Cedars (1999),Drama
2382,"Girl, Interrupted (1999)",Drama
2383,My Dog Skip (1999),Children|Drama
2384,Supernova (2000),Adventure|Sci-Fi|Thriller
2385,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama
2386,"Way We Were, The (1973)",Drama|Romance
2387,Stalag 17 (1953),Drama|War
2388,"Presidio, The (1988)",Action|Crime|Romance|Thriller
2389,Papillon (1973),Crime|Drama
2390,"Last Detail, The (1973)",Comedy|Drama
2391,Five Easy Pieces (1970),Drama
2392,Dead Calm (1989),Thriller
2393,"Boys from Brazil, The (1978)",Action|Mystery|Thriller
2394,Against All Odds (1984),Romance
2395,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy
2396,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
2397,"Cry in the Dark, A (1988)",Drama
2398,Batman: Mask of the Phantasm (1993),Animation|Children
2399,American Flyers (1985),Drama
2400,"Star Is Born, A (1937)",Drama
2401,Pacific Heights (1990),Mystery|Thriller
2402,"Draughtsman's Contract, The (1982)",Drama
2403,"Zed & Two Noughts, A (1985)",Drama
2404,Woman in the Dunes (Suna no onna) (1964),Drama
2405,Down to You (2000),Comedy|Romance
2406,"Odessa File, The (1974)",Thriller
2407,Where the Buffalo Roam (1980),Comedy
2408,Eye of the Beholder (1999),Thriller
2409,"Big Tease, The (1999)",Comedy
2410,"Cup, The (Phörpa) (1999)",Comedy
2411,Encino Man (1992),Comedy
2412,"Goodbye Girl, The (1977)",Comedy|Romance
2413,Malcolm X (1992),Drama
2414,Sister Act (1992),Comedy|Crime
2415,Sister Act 2: Back in the Habit (1993),Comedy
2416,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller
2417,Alive (1993),Drama
2418,Agnes of God (1985),Drama|Mystery
2419,Scent of a Woman (1992),Drama
2420,Wayne's World (1992),Comedy
2421,Wayne's World 2 (1993),Comedy
2422,"League of Their Own, A (1992)",Comedy|Drama
2423,Patriot Games (1992),Action|Crime|Drama|Thriller
2424,"Bodyguard, The (1992)",Drama|Romance|Thriller
2425,Death Becomes Her (1992),Comedy|Fantasy
2426,Far and Away (1992),Adventure|Drama|Romance
2427,Howards End (1992),Drama
2428,Singles (1992),Comedy|Drama|Romance
2429,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller
2430,White Men Can't Jump (1992),Comedy|Drama
2431,Buffy the Vampire Slayer (1992),Action|Comedy|Horror
2432,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller
2433,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller
2434,"Mariachi, El (1992)",Action|Crime|Thriller|Western
2435,Stop! Or My Mom Will Shoot (1992),Action|Comedy
2436,Forever Young (1992),Drama|Romance|Sci-Fi
2437,"Cutting Edge, The (1992)",Comedy|Drama|Romance
2438,Of Mice and Men (1992),Drama
2439,Bad Lieutenant (1992),Crime|Drama
2440,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
2441,Single White Female (1992),Drama|Thriller
2442,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
2443,Gun Shy (2000),Comedy
2444,"Baby, The (1973)",Horror
2445,"Brandon Teena Story, The (1998)",Documentary
2446,Minnie and Moskowitz (1971),Action
2447,They Might Be Giants (1971),Comedy|Mystery|Romance
2448,"Beach, The (2000)",Adventure|Drama
2449,Snow Day (2000),Comedy
2450,"Tigger Movie, The (2000)",Animation|Children
2451,Not One Less (Yi ge dou bu neng shao) (1999),Drama
2452,Eaten Alive (1977),Horror
2453,Raining Stones (1993),Drama
2454,To Sir with Love (1967),Drama
2455,Boiler Room (2000),Crime|Drama|Thriller
2456,Hanging Up (2000),Comedy|Drama
2457,Pitch Black (2000),Horror|Sci-Fi|Thriller
2458,"Whole Nine Yards, The (2000)",Comedy|Crime
2459,Beautiful People (1999),Comedy
2460,Black Tar Heroin: The Dark End of the Street (2000),Documentary
2461,"Circus, The (1928)",Comedy
2462,City Lights (1931),Comedy|Drama|Romance
2463,"Flamingo Kid, The (1984)",Comedy|Drama
2464,"Kid, The (1921)",Comedy|Drama
2465,Class Reunion (1982),Comedy
2466,Happy Go Lovely (1951),Musical
2467,Reindeer Games (2000),Action|Thriller
2468,Wonder Boys (2000),Comedy|Drama
2469,Chain of Fools (2000),Comedy|Crime
2470,Drowning Mona (2000),Comedy
2471,"Next Best Thing, The (2000)",Comedy|Drama
2472,What Planet Are You From? (2000),Comedy|Sci-Fi
2473,Beyond the Mat (1999),Documentary
2474,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
2475,The Year My Voice Broke (1987),Drama|Romance
2476,Splendor in the Grass (1961),Drama|Romance
2477,My Tutor (1983),Drama
2478,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
2479,For All Mankind (1989),Documentary
2480,Born Yesterday (1950),Comedy
2481,Birdy (1984),Drama|War
2482,Blood Feast (1963),Horror
2483,"Charlie, the Lonesome Cougar (1967)",Adventure|Children
2484,Never Cry Wolf (1983),Adventure|Drama
2485,"Raisin in the Sun, A (1961)",Drama
2486,"Closer You Get, The (2000)",Comedy|Romance
2487,Mission to Mars (2000),Sci-Fi
2488,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller
2489,East-West (Est-ouest) (1999),Drama|Romance
2490,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance
2491,Breaking Away (1979),Comedy|Drama
2492,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance
2493,Bull Durham (1988),Comedy|Drama|Romance
2494,Dog Day Afternoon (1975),Crime|Drama
2495,American Graffiti (1973),Comedy|Drama
2496,"Asphalt Jungle, The (1950)",Crime|Film-Noir
2497,"Searchers, The (1956)",Drama|Western
2498,"Big Country, The (1958)",Romance|Western
2499,Betrayed (1988),Drama|Thriller
2500,"Bridge at Remagen, The (1969)",Action|War
2501,Daughters of the Dust (1991),Drama
2502,"Ogre, The (Unhold, Der) (1996)",Drama
2503,On the Beach (1959),Drama
2504,"Taking of Pelham One Two Three, The (1974)",Action|Crime
2505,Volunteers (1985),Comedy
2506,JFK (1991),Drama|Mystery|Thriller
2507,Who's Harry Crumb? (1989),Comedy|Mystery
2508,Harry and the Hendersons (1987),Children|Comedy
2509,Let's Get Harry (1986),Action|Adventure
2510,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance
2511,Who's That Girl? (1987),Comedy
2512,She-Devil (1989),Comedy
2513,Date with an Angel (1987),Comedy|Fantasy|Romance
2514,Blind Date (1987),Comedy|Romance
2515,Nadine (1987),Comedy
2516,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical
2517,"Great Muppet Caper, The (1981)",Children|Comedy
2518,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical
2519,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy
2520,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi
2521,Turtle Diary (1985),Comedy|Drama|Romance
2522,Raise the Titanic (1980),Drama|Thriller
2523,Titanic (1953),Action|Drama
2524,"Night to Remember, A (1958)",Action|Drama
2525,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War
2526,Erin Brockovich (2000),Drama
2527,Final Destination (2000),Drama|Thriller
2528,Soft Fruit (1999),Comedy|Drama
2529,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama
2530,Love Is a Many-Splendored Thing (1955),Drama|Romance|War
2531,"Mirror, The (Zerkalo) (1975)",Drama
2532,"Crimson Pirate, The (1952)",Adventure|Comedy
2533,Thelma & Louise (1991),Adventure|Crime|Drama
2534,...And Justice for All (1979),Drama|Thriller
2535,Animal House (1978),Comedy
2536,She's Gotta Have It (1986),Comedy|Romance
2537,School Daze (1988),Drama
2538,Do the Right Thing (1989),Drama
2539,Mo' Better Blues (1990),Drama|Musical
2540,Jungle Fever (1991),Drama|Romance
2541,"Champ, The (1979)",Drama
2542,Creature Comforts (1989),Animation|Comedy
2543,Death Wish (1974),Action|Crime|Drama
2544,Death Wish 2 (1982),Action|Drama
2545,Death Wish 3 (1985),Action|Drama
2546,Death Wish 4: The Crackdown (1987),Action|Drama
2547,Death Wish 5: The Face of Death (1994),Action|Drama
2548,Double Indemnity (1944),Crime|Drama|Film-Noir
2549,Dying Young (1991),Drama|Romance
2550,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi
2551,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy
2552,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy
2553,Red Dawn (1984),Action|Drama|War
2554,Band of the Hand (1986),Action|Crime|Drama
2555,Bloodsport (1988),Action
2556,Eyes of Laura Mars (1978),Mystery|Thriller
2557,Funny Bones (1995),Comedy|Drama
2558,"Good Earth, The (1937)",Drama
2559,"Good Morning, Vietnam (1987)",Comedy|Drama|War
2560,"Good Mother, The (1988)",Drama
2561,Grumpy Old Men (1993),Comedy
2562,Guess Who's Coming to Dinner (1967),Drama
2563,Romeo Must Die (2000),Action|Crime|Romance|Thriller
2564,Here on Earth (2000),Drama|Romance
2565,Whatever It Takes (2000),Comedy|Romance
2566,Buddy Boy (1999),Drama|Thriller
2567,"Color of Paradise, The (Rang-e khoda) (1999)",Drama
2568,Gothic (1986),Drama|Horror
2569,Lord of the Flies (1963),Adventure|Drama|Thriller
2570,Modern Times (1936),Comedy|Drama|Romance
2571,Heart and Souls (1993),Comedy|Fantasy
2572,Hud (1963),Drama|Western
2573,"Hustler, The (1961)",Drama
2574,Inherit the Wind (1960),Drama
2575,Dersu Uzala (1975),Adventure|Drama
2576,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
2577,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy
2578,Retroactive (1997),Sci-Fi|Thriller
2579,"Place in the Sun, A (1951)",Drama|Romance
2580,Jacob's Ladder (1990),Horror|Mystery
2581,Empire Records (1995),Comedy|Drama
2582,"Bamba, La (1987)",Drama
2583,Ladyhawke (1985),Adventure|Fantasy|Romance
2584,Lucas (1986),Drama|Romance
2585,High Fidelity (2000),Comedy|Drama|Romance
2586,"Road to El Dorado, The (2000)",Animation|Children
2587,"Skulls, The (2000)",Thriller
2588,Hook (1991),Adventure|Comedy|Fantasy
2589,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance
2590,True Grit (1969),Adventure|Drama|Western
2591,Madame Sousatzka (1988),Drama
2592,Max Dugan Returns (1983),Comedy
2593,Midnight Express (1978),Drama
2594,Misery (1990),Drama|Horror|Thriller
2595,Mr. Saturday Night (1992),Comedy|Drama
2596,Murphy's Romance (1985),Comedy|Romance
2597,My Life (1993),Drama
2598,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi
2599,Network (1976),Comedy|Drama
2600,No Way Out (1987),Drama|Mystery|Thriller
2601,North Dallas Forty (1979),Comedy|Drama
2602,"Odd Couple, The (1968)",Comedy
2603,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western
2604,Frequency (2000),Drama|Thriller
2605,Ready to Rumble (2000),Comedy
2606,Return to Me (2000),Drama|Romance
2607,Rules of Engagement (2000),Drama|Thriller
2608,Joe Gould's Secret (2000),Drama
2609,Me Myself I (2000),Comedy|Romance
2610,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance
2611,Force 10 from Navarone (1978),Action|Drama|War
2612,Mystery Train (1989),Comedy|Drama
2613,Arthur (1981),Comedy|Romance
2614,Bachelor Party (1984),Comedy
2615,Parenthood (1989),Comedy|Drama
2616,Predator (1987),Action|Sci-Fi|Thriller
2617,"Prince of Tides, The (1991)",Drama|Romance
2618,"Postman Always Rings Twice, The (1981)",Crime|Thriller
2619,All the Vermeers in New York (1990),Comedy|Drama|Romance
2620,28 Days (2000),Drama
2621,American Psycho (2000),Crime|Horror|Mystery|Thriller
2622,Keeping the Faith (2000),Comedy|Drama|Romance
2623,Where the Money Is (2000),Comedy|Drama
2624,East is East (1999),Comedy
2625,"Filth and the Fury, The (2000)",Documentary
2626,Diner (1982),Comedy|Drama
2627,Shakes the Clown (1992),Comedy
2628,Cabaret (1972),Drama|Musical
2629,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller
2630,Auntie Mame (1958),Comedy|Drama
2631,Guys and Dolls (1955),Comedy|Musical|Romance
2632,The Hunger (1983),Horror
2633,Marathon Man (1976),Crime|Drama|Thriller
2634,Caddyshack (1980),Comedy
2635,Gossip (2000),Drama|Thriller
2636,Love and Basketball (2000),Drama|Romance
2637,U-571 (2000),Action|Thriller|War
2638,"Virgin Suicides, The (1999)",Drama|Romance
2639,Jennifer 8 (1992),Mystery|Thriller
2640,Limelight (1952),Comedy|Drama|Romance
2641,"Crow: Salvation, The (2000)",Action|Horror
2642,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy
2643,Where the Heart Is (2000),Comedy|Drama
2644,"Big Kahuna, The (2000)",Comedy|Drama
2645,Bossa Nova (2000),Comedy|Drama|Romance
2646,Smiling Fish and Goat on Fire (1999),Comedy|Romance
2647,"Idiots, The (Idioterne) (1998)",Comedy|Drama
2648,Time Code (2000),Comedy|Drama
2649,Carnosaur (1993),Horror|Sci-Fi
2650,Carnosaur 2 (1995),Horror|Sci-Fi
2651,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi
2652,"Hidden, The (1987)",Action|Horror|Sci-Fi
2653,Two Moon Junction (1988),Drama|Romance
2654,Gladiator (2000),Action|Adventure|Drama
2655,Up at the Villa (2000),Drama
2656,Human Traffic (1999),Comedy
2657,Breathless (1983),Action|Drama|Romance|Thriller
2658,The Idolmaker (1980),Drama|Romance
2659,Inferno (1980),Horror
2660,"Lords of Flatbush, The (1974)",Comedy|Drama
2661,Mr. Mom (1983),Comedy|Drama
2662,"Time Masters (Maîtres du temps, Les) (1982)",Animation|Sci-Fi
2663,Battlefield Earth (2000),Action|Sci-Fi
2664,Center Stage (2000),Drama|Musical
2665,Screwed (2000),Comedy
2666,Whipped (2000),Comedy
2667,Hamlet (2000),Crime|Drama|Romance|Thriller
2668,Anchors Aweigh (1945),Comedy|Musical
2669,Gypsy (1962),Musical
2670,On the Town (1949),Comedy|Musical|Romance
2671,Pee-wee's Big Adventure (1985),Adventure|Comedy
2672,Regret to Inform (1998),Documentary
2673,Honeymoon in Vegas (1992),Comedy|Romance
2674,Dinosaur (2000),Adventure|Animation|Children
2675,Loser (2000),Comedy|Romance
2676,Road Trip (2000),Comedy
2677,Small Time Crooks (2000),Comedy|Crime
2678,"Hollywood Knights, The (1980)",Comedy
2679,"Twelve Chairs, The (1970)",Comedy
2680,Mission: Impossible II (2000),Action|Adventure|Thriller
2681,Shanghai Noon (2000),Action|Adventure|Comedy|Western
2682,Better Living Through Circuitry (1999),Documentary
2683,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy
2684,Carnival of Souls (1962),Horror|Thriller
2685,Flying Tigers (1942),Action|Drama|Romance|War
2686,"Gold Rush, The (1925)",Adventure|Comedy|Romance
2687,Monsieur Verdoux (1947),Comedy|Crime
2688,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller
2689,Seven Days in May (1964),Thriller
2690,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller
2691,Vagabond (Sans toit ni loi) (1985),Drama
2692,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller
2693,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller
2694,"King in New York, A (1957)",Comedy|Drama
2695,"Woman of Paris, A (1923)",Drama
2696,"Fighting Seabees, The (1944)",Action|Drama|War
2697,Big Momma's House (2000),Comedy
2698,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",Horror|Sci-Fi
2699,American Gigolo (1980),Drama
2700,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",Horror
2701,"Endless Summer, The (1966)",Documentary
2702,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War
2703,Blow-Out (La grande bouffe) (1973),Drama
2704,Quatermass and the Pit (1967),Horror|Sci-Fi
2705,Puppet Master (1989),Horror|Sci-Fi|Thriller
2706,Puppet Master II (1991),Horror|Sci-Fi|Thriller
2707,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller
2708,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller
2709,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller
2710,Rent-A-Cop (1988),Action|Comedy|Crime
2711,Romeo and Juliet (1968),Drama|Romance
2712,Stay Tuned (1992),Comedy
2713,Blazing Saddles (1974),Comedy|Western
2714,Benji (1974),Adventure|Children
2715,Benji the Hunted (1987),Adventure|Children
2716,For the Love of Benji (1977),Adventure|Children|Comedy|Drama
2717,White Christmas (1954),Comedy|Musical|Romance
2718,Eraserhead (1977),Drama|Horror
2719,Baraka (1992),Documentary
2720,"Man with the Golden Arm, The (1955)",Drama
2721,"Decline of Western Civilization, The (1981)",Documentary|Musical
2722,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary
2723,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western
2724,Magnum Force (1973),Action|Crime|Drama|Thriller
2725,Blood Simple (1984),Crime|Drama|Film-Noir
2726,"Fabulous Baker Boys, The (1989)",Drama|Romance
2727,Prizzi's Honor (1985),Comedy|Drama|Romance
2728,Flatliners (1990),Horror|Sci-Fi|Thriller
2729,Light Years (Gandahar) (1988),Adventure|Animation|Fantasy|Sci-Fi
2730,Porky's (1982),Comedy
2731,Porky's II: The Next Day (1983),Comedy
2732,Porky's Revenge (1985),Comedy
2733,Private School (1983),Comedy
2734,Class of Nuke 'Em High (1986),Comedy|Horror
2735,"Toxic Avenger, The (1985)",Comedy|Horror
2736,"Toxic Avenger, Part II, The (1989)",Comedy|Horror
2737,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror
2738,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller
2739,Predator 2 (1990),Action|Sci-Fi|Thriller
2740,"Running Man, The (1987)",Action|Sci-Fi
2741,Starman (1984),Adventure|Drama|Romance|Sci-Fi
2742,"Brother from Another Planet, The (1984)",Drama|Sci-Fi
2743,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller
2744,Mad Max (1979),Action|Adventure|Sci-Fi
2745,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller
2746,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi
2747,Bird on a Wire (1990),Action|Comedy|Romance
2748,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller
2749,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance
2750,Firestarter (1984),Horror|Thriller
2751,Sleepwalkers (1992),Horror
2752,Action Jackson (1988),Action|Comedy|Crime|Thriller
2753,Sarafina! (1992),Drama
2754,Soapdish (1991),Comedy
2755,"Long Walk Home, The (1990)",Drama
2756,Clara's Heart (1988),Drama
2757,Burglar (1987),Comedy|Crime
2758,Fatal Beauty (1987),Action|Comedy|Crime|Drama
2759,Gone in 60 Seconds (2000),Action|Crime
2760,Love's Labour's Lost (2000),Comedy|Romance
2761,Sunshine (1999),Drama
2762,Hamlet (1990),Drama
2763,Coming Home (1978),Drama|War
2764,American Pop (1981),Animation|Musical
2765,Assault on Precinct 13 (1976),Action|Thriller
2766,Near Dark (1987),Horror|Western
2767,One False Move (1992),Crime|Drama|Film-Noir|Thriller
2768,Shaft (1971),Action|Crime|Drama|Thriller
2769,"Conversation, The (1974)",Drama|Mystery
2770,Cutter's Way (1981),Drama|Thriller
2771,"Fury, The (1978)",Horror
2772,"Paper Chase, The (1973)",Drama
2773,Serpico (1973),Crime|Drama
2774,"Ace in the Hole (Big Carnival, The) (1951)",Drama
2775,Lonely Are the Brave (1962),Drama|Western
2776,"Sugarland Express, The (1974)",Drama
2777,Trouble in Paradise (1932),Comedy|Romance
2778,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy
2779,Badlands (1973),Crime|Drama|Thriller
2780,Battleship Potemkin (1925),Drama|War
2781,Boys and Girls (2000),Comedy|Romance
2782,Shaft (2000),Action|Crime|Thriller
2783,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi
2784,Butterfly (La lengua de las mariposas) (1999),Drama
2785,Jesus' Son (1999),Drama
2786,Chicken Run (2000),Animation|Children|Comedy
2787,"Me, Myself & Irene (2000)",Adventure|Comedy
2788,"Patriot, The (2000)",Action|Drama|War
2789,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
2790,"Perfect Storm, The (2000)",Drama|Thriller
2791,"Golden Bowl, The (2000)",Drama
2792,Communion (1989),Drama|Sci-Fi|Thriller
2793,"Kentucky Fried Movie, The (1977)",Comedy
2794,"Blood In, Blood Out (1993)",Action|Crime|Drama|Thriller
2795,F/X (1986),Action|Crime|Thriller
2796,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),Action|Crime|Thriller
2797,"Hot Spot, The (1990)",Crime|Drama|Romance
2798,Missing in Action (1984),Action|War
2799,Missing in Action 2: The Beginning (1985),Action|War
2800,Braddock: Missing in Action III (1988),Action|War
2801,Thunderbolt and Lightfoot (1974),Action
2802,Dreamscape (1984),Horror|Sci-Fi|Thriller
2803,The Golden Voyage of Sinbad (1973),Action|Adventure|Fantasy
2804,House Party (1990),Comedy
2805,House Party 2 (1991),Comedy|Drama|Romance
2806,Croupier (1998),Crime|Drama
2807,"Kid, The (2000)",Comedy|Fantasy
2808,Scary Movie (2000),Comedy|Horror
2809,But I'm a Cheerleader (1999),Comedy
2810,Shower (Xizao) (1999),Comedy
2811,Blow-Up (Blowup) (1966),Drama|Mystery
2812,"Pawnbroker, The (1964)",Drama
2813,Groove (2000),Drama
2814,Footloose (1984),Drama
2815,Duel in the Sun (1946),Drama|Romance|Western
2816,X-Men (2000),Action|Adventure|Sci-Fi
2817,Chuck & Buck (2000),Comedy|Drama
2818,"Five Senses, The (1999)",Drama
2819,"In Crowd, The (2000)",Thriller
2820,What Lies Beneath (2000),Drama|Horror|Mystery
2821,Pokémon the Movie 2000 (2000),Animation|Children
2822,Anatomy of a Murder (1959),Drama|Mystery
2823,Freejack (1992),Action|Sci-Fi
2824,Mackenna's Gold (1969),Western
2825,Sinbad and the Eye of the Tiger (1977),Adventure|Fantasy
2826,"Two Women (Ciociara, La) (1960)",Drama|War
2827,What About Bob? (1991),Comedy
2828,White Sands (1992),Drama|Thriller
2829,Breaker Morant (1980),Drama|War
2830,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy
2831,Interiors (1978),Drama
2832,Love and Death (1975),Comedy
2833,"Official Story, The (La historia oficial) (1985)",Drama
2834,Tampopo (1985),Comedy
2835,Nutty Professor II: The Klumps (2000),Comedy
2836,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",Drama|Romance
2837,Wonderland (1999),Drama
2838,Autumn in New York (2000),Drama|Romance
2839,Coyote Ugly (2000),Comedy|Drama|Romance
2840,Hollow Man (2000),Horror|Sci-Fi|Thriller
2841,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi
2842,Psycho Beach Party (2000),Comedy|Horror|Thriller
2843,Saving Grace (2000),Comedy
2844,"Black Sabbath (Tre volti della paura, I) (1963)",Horror
2845,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi
2846,Bronco Billy (1980),Adventure|Drama|Romance
2847,"Crush, The (1993)",Thriller
2848,Kelly's Heroes (1970),Action|Comedy|War
2849,Phantasm II (1988),Action|Fantasy|Horror|Sci-Fi|Thriller
2850,Phantasm III: Lord of the Dead (1994),Horror
2851,Phantasm IV: Oblivion (1998),Horror
2852,Pumpkinhead (1988),Horror
2853,Air America (1990),Action|Comedy
2854,Sleepaway Camp (1983),Horror
2855,Steel Magnolias (1989),Drama
2856,And God Created Woman (Et Dieu... créa la femme) (1956),Drama
2857,Easy Money (1983),Comedy
2858,"Ilsa, She Wolf of the SS (1974)",Horror
2859,The Spiral Staircase (1945),Horror|Mystery|Thriller
2860,I'm the One That I Want (2000),Comedy
2861,"Tao of Steve, The (2000)",Comedy
2862,"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama|Romance
2863,Bless the Child (2000),Thriller
2864,Cecil B. DeMented (2000),Comedy
2865,"Eyes of Tammy Faye, The (2000)",Documentary
2866,"Replacements, The (2000)",Comedy
2867,About Adam (2000),Comedy
2868,"Cell, The (2000)",Drama|Horror|Thriller
2869,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi
2870,"Original Kings of Comedy, The (2000)",Comedy|Documentary
2871,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance
2872,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy
2873,Our Town (1940),Drama
2874,Shane (1953),Drama|Western
2875,"Suddenly, Last Summer (1959)",Drama
2876,Cat Ballou (1965),Comedy|Western
2877,Supergirl (1984),Action|Adventure|Fantasy
2878,"Art of War, The (2000)",Action|Thriller
2879,Bring It On (2000),Comedy
2880,"Crew, The (2000)",Comedy
2881,Skipped Parts (2000),Drama|Romance
2882,Highlander: Endgame (Highlander IV) (2000),Action|Adventure|Fantasy
2883,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller
2884,Solas (1999),Drama
2885,"Watcher, The (2000)",Crime|Thriller
2886,"Way of the Gun, The (2000)",Crime|Thriller
2887,Almost Famous (2000),Drama
2888,Bait (2000),Action|Comedy
2889,Circus (2000),Crime|Drama|Thriller
2890,Crime and Punishment in Suburbia (2000),Comedy|Drama
2891,Duets (2000),Comedy|Drama
2892,Under Suspicion (2000),Crime|Thriller
2893,Urban Legends: Final Cut (2000),Horror
2894,Woman on Top (2000),Comedy|Romance
2895,Dancer in the Dark (2000),Drama|Musical
2896,Best in Show (2000),Comedy
2897,Beautiful (2000),Comedy|Drama
2898,"Broken Hearts Club, The (2000)",Drama
2899,Girlfight (2000),Drama
2900,Remember the Titans (2000),Drama
2901,Hellraiser (1987),Horror
2902,Hellbound: Hellraiser II (1988),Horror
2903,Hellraiser III: Hell on Earth (1992),Horror
2904,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",Drama|Fantasy|Mystery|Romance
2905,Bikini Beach (1964),Comedy
2906,Stranger Than Paradise (1984),Comedy|Drama
2907,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi
2908,Fantastic Voyage (1966),Adventure|Sci-Fi
2909,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror
2910,"Bank Dick, The (1940)",Comedy
2911,"Creature from the Black Lagoon, The (1954)",Adventure|Horror|Sci-Fi
2912,"Invisible Man, The (1933)",Horror|Sci-Fi
2913,"Killer Shrews, The (1959)",Horror|Sci-Fi
2914,Runaway (1984),Sci-Fi|Thriller
2915,"Slumber Party Massacre, The (1982)",Horror
2916,Slumber Party Massacre II (1987),Horror
2917,Slumber Party Massacre III (1990),Horror
2918,Sorority House Massacre (1986),Horror
2919,Sorority House Massacre II (1990),Horror
2920,Bamboozled (2000),Comedy
2921,Digimon: The Movie (2000),Adventure|Animation|Children
2922,Get Carter (2000),Action|Drama|Thriller
